similar_code,uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off
121,KU,1111621,Bachelor of Science (Agricultural & Bio-systems Engineering),,41.182,40.299
121,EU,1057121,Bachelor of Science (Agricultural Engineering),,39.926,39.085
121,JKUAT,1249121,Bachelor of Science (Agricultural and Biosystems Engineering),,40.834,40.428
121,UOE,1114121,Bachelor of Engineering (Agricultural & Bio-systems Engineering),,39.354,38.823
121,KITALE TTI,1101792,Diploma in Agriculture Engineering,,4,4
121,RIFT VALLEY TTI,1100792,Diploma in Agricultural Engineering,,5,5
121,RVIST,1276121,Diploma in Agricultural Engineering,,5,4
121,SIST,1216792,Diploma in Agricultural Engineering,,4,4
122,UON,1263122,Bachelor of Science (Agriculture),,33.719,32.085
122,KU,1111122,Bachelor of Science (Agriculture),,33.914,32.595
122,EU,1057122,Bachelor of Science (Agriculture),,32.862,32.224
122,JKUAT,1249122,Bachelor of Science (Agriculture),,34.328,32.621
122,PU,1117122,Bachelor of Science in Agriculture,,25.522,25
122,CU,1105122,Bachelor of Science (Agriculture),,26.683,25.442
122,KSU,1087122,Bachelor of Science in Agriculture,,26.501,28.165
122,MUST,1240122,Bachelor of Science (Agriculture),,29.847,29.813
122,SEKU,1166122,Bachelor of Science (Agriculture),,23,25
122,UOK,1118122,Bachelor of Science (Agriculture),,23,25
122,UOE,1114122,Bachelor of Science (Agriculture),,29.881,28.67
122,RUC,1073122,Bachelor of Science (Agriculture),,23,28.509
122,EUC,1093122,Bachelor of Science (Agriculture),,23,25
122,BARA,1181122,Bachelor of Science in Agriculture,,28.742,
122,KeMU,1077122,Bachelor of Science in Agriculture,,25.961,
122,ANU,1078722,Diploma in Agriculture,,,
122,ELDO POLY,1237722,Diploma in General Agriculture,,4,
122,EMINING TTI,1245722,Diploma in General Agriculture,,4,5
122,GUSII TI,1065722,Diploma in Agriculture,,4,4
122,KAREN TTI,1440722,Diploma in Agriculture,,4,4
122,KIST,1075722,Diploma in General Agriculture,,4,4
122,KISTVC,1085722,Diploma in General Agriculture,,5,4
122,KITALE TTI,1101722,Diploma in General Agriculture,,4,4
122,KTTC,1268722,Diploma in Agriculture,,4,4
122,MERU TTI,1083722,Diploma in Agriculture,,4,4
122,MITUNGUU TTI,1450722,Diploma in Agriculture,,49,
122,NYANDARUA IST,1228722,Diploma in General Agriculture,,4,4
122,RIFT VALLEY TTI,1100722,Diploma in Agriculture,,5,4
122,RVIST,1276122,Diploma in Agriculture,,4,4
122,RWIKA TI,1071722,Diploma in General Agriculture,,4,4
122,SHAMBERERE TTI,1049722,Diploma in General Agriculture,,4,4
122,SIST,1216722,Diploma in Agriculture,,4,4
122,THIKA TTI,1269722,Diploma in General Agriculture,,5,4
124,UON,1263124,Bachelor of Science (Food Science and Technology),,40.504,40.371
124,EU,1057124,Bachelor of Science (Food Science & Technology),,37.8,39.146
124,JKUAT,1249124,Bachelor of Science (Food Science and Technology),,40.052,40.647
124,MMUST,1082624,Bachelor of Science (Food Processing Technology),,35.155,30.729
124,TUK,1112124,Bachelor of Technology (Food Science and Technology),,38.3,37.543
124,TUM,1063124,Bachelor of Science in Food Technology & Quality Assurance,,32.674,29.159
124,DeKUT,1173124,Bachelor of Science in Food Science and Technology,,36.094,35.732
124,CU,1105124,Bachelor of Science (Food Science & Technology),,34.398,33.1
124,MUST,1240124,Bachelor of Science (Food Science and Technology),,32.638,34.697
124,TUM,1063863,Diploma in Food Technology & Quality Assurance,,4,
124,ELDO POLY,1237724,Diploma in Food Science Technology,,4,4
124,FCK,1051724,Diploma in Food Science and Technology,,7,4
124,GUSII TI,1065724,Diploma in Food Science and Technology,,5,4
124,MOMBASA TTI,1113724,Diploma in Food Science Technology,,5,4
124,NAIROBI TTI,1044724,Diploma in Food Science Technology,,4,4
124,NYERITTI,1239724,Diploma in Food Technology,,4,4
124,PCKINYANJUI TTI,1076724,Diploma in Food Technology,,5,
125,UON,1263125,Bachelor of Science (Range Management),,28.399,26.93
125,SEKU,1166125,Bachelor of Science (Range Management),,23,25
125,EUC,1093125,Bachelor of Science (Range Management),,23,25
126,UON,1263126,Bachelor of Science (Microprocessor Technology and Instrumentation),,41.802,42.522
127,UON,1263127,Bachelor of Science (Astronomy and Astrophysics),,37.585,39.207
128,UON,1263128,Bachelor of Dental Surgery,,45.465,45.467
128,MU,1253128,Bachelor of Dental Surgery,,45.239,45.221
128,KMTC,1235828,Diploma in Dental Technology,,27,26
129,UON,1263129,Bachelor of Pharmacy,,45.158,45.171
129,KU,1111129,Bachelor of Pharmacy,,45.003,45.114
129,JKUAT,1249129,Bachelor of Pharmacy,,44.669,45.044
129,KeMU,1077129,Bachelor of Pharmacy,,29.737,
129,KMTC,1235829,Diploma in Pharmacy,,25,24
129,KSM POLY,1074829,Diploma in Pharmacy,,25,26
130,UON,1263130,Bachelor of Veterinary Medicine,,41.814,41.514
130,EU,1057130,Bachelor of Veterinary Medicine,,41.617,40.856
131,UON,1263131,Bachelor of Medicine and Bachelor of Surgery,,45.358,45.953
131,KU,1111131,Bachelor of Medicine & Bachelor of Surgery (M.B.Ch.B),,45.211,45.627
131,MU,1253131,Bachelor of Medicine and Bachelor of Surgery (M.B.Ch.B),,45.024,45.745
131,EU,1057131,Bachelor of Medicine & Bachelor of Surgery,,44.543,45.361
131,JKUAT,1249131,Bachelor of Medicine and Bachelor of Surgery,,44.986,45.527
131,MSU,1229131,Bachelor of Medicine and Bachelor of Surgery (With IT),,44.377,45.151
131,KeMU,1077131,Bachelor of Medicine & Bachelor of Surgery,,37.585,
131,UUC,1116131,Bachelor of Medicine & Bachelor of Surgery (M.B.Ch.B),,29.98,
131,KMTC,1235760,Diploma in Clinical Medicine,,23,24
132,UON,1263132,Bachelor of Science (Nursing),,44.407,44.745
132,KU,1111632,Bachelor of Science (Nursing),,44.179,44.496
132,MU,1253132,Bachelor of Science (Nursing),,43.621,44.565
132,JKUAT,1249132,Bachelor of Science (Nursing),,43.382,44.545
132,MSU,1229132,"Bachelor of Science (Nursing, With IT)",,44.176,44.007
132,MMUST,1082132,Bachelor of Science (Nursing),,43.14,43.668
132,DeKUT,1173132,Bachelor of Science in Nursing Science,,42.683,43.487
132,PU,1117132,Bachelor of Science (Nursing),,43.419,42.974
132,CU,1105132,Bachelor of Science (Nursing),,43.297,43.214
132,MUST,1240132,Bachelor of Science (Nursing),,39.949,
132,UOK,1118132,Bachelor of Science (Nursing),,42.153,43.446
132,KYUC,1079132,Bachelor of Science (Nursing),,39.884,
132,BARA,1181132,Bachelor of Science in Nursing,,30.317,
132,GLUK,1192132,Bachelor of Science in Nursing,,29.64,
132,KeMU,1077132,Bachelor of Science in Nursing,,29.668,
132,UUC,1116132,Bachelor of Science in Nursing,,27.828,
132,TUM,1063859,Diploma in Community Development and Counselling,,34,
132,TUM,1063861,Diploma in Community Health & Hiv Management,,27,
132,KMTC,1235823,Diploma in Community Health Nursing,,20,22
132,KMTC,1235824,"Diploma in Registered Nursing, Mental Health and Psychiatry",,24,26
133,UON,1263133,Bachelor of Commerce (B.Com),,42.043,41.926
133,KU,1111133,Bachelor of Commerce (B.Com),,41.29,41.256
133,EU,1057133,Bachelor of Commerce,,40.969,39.678
133,JKUAT,1249133,Bachelor of Commerce,,41.373,41.816
133,MMUST,1082133,Bachelor of Commerce,,38.065,37.824
133,TUK,1112133,Bachelor of Commerce (B.Com),,40.527,40.659
133,TUM,1063133,Bachelor of Commerce,,38.624,38.582
133,DeKUT,1173133,Bachelor of Commerce (B.Com),,37.728,38.785
133,PU,1117133,Bachelor of Commerce,,38.066,39.411
133,CU,1105133,Bachelor of Commerce,,37.312,30.344
133,KSU,1087133,Bachelor of Commerce,,37.141,33.529
133,MMU,1165133,Bachelor of Commerce,,32.97,
133,MUST,1240133,Bachelor of Commerce (B.Com),,34.236,38.086
133,SEKU,1166133,Bachelor of Commerce,,34.906,37.258
133,MMUK,1164133,Bachelor of Commerce,,38.752,39.453
133,LU,1176133,Bachelor of Commerce (B.Com),,29.804,38.113
133,KBBU,1108133,Bachelor of Commerce,,35.511,35.339
133,TTUC,1091133,Bachelor of Commerce (B.Com),,31.552,35.79
133,MRUC,1246133,Bachelor of Commerce,,30.346,36.56
133,KYUC,1079133,Bachelor of Commerce,,31.19,35.585
133,COPUCK,1080133,Bachelor of Commerce (B.Com),,36.928,30.126
133,EUC,1093133,Bachelor of Commerce,,34.389,37.36
133,MCKUC,1170133,Bachelor of Commerce (B.Com),,34.924,37.298
133,KAFUCO,1470133,Bachelor of Commerce,,23,
133,ANU,1078133,Bachelor of Commerce (B.Com),,30.085,
133,CUEA,1480133,Bachelor of Commerce,,30.868,
133,DAYSTAR,1162433,Bachelor of Commerce in Management Information Systems,,31.949,
133,GRETSA,1088133,Bachelor of Commerce,,29.288,
133,KABU,1061133,Bachelor of Commerce,,30.618,
133,KCA,1103133,Bachelor of Commerce,,28.523,
133,LUKENYA,1495133,Bachelor of Commerce,,30.314,
133,MKU,1279133,Bachelor of Commerce,,30.861,
133,MUA,1066133,Bachelor of Commerce,,30.554,
133,PAC,1068133,Bachelor of Commerce,,29.518,
133,PIU,1264133,Bachelor of Commerce (B.Com),,29.63,
133,SPU,1107133,Bachelor of Commerce (B.Com),,29.015,
134,UON,1263134,Bachelor of Laws (LLB),,43.481,43.343
134,KU,1111134,Bachelor of Laws (LLB),,43.212,43.024
134,MU,1253134,Bachelor of Laws (LL.B.),,42.789,42.91
134,EU,1057134,Bachelor of Laws (LLB),,41.988,
134,JKUAT,1249134,Bachelor of Laws (LLB),,42.429,
134,KSU,1087134,Bachelor of Laws (LL.B.),,41.125,42.484
134,ANU,1078134,Bachelor of Laws (LLB),,31.395,
134,CUEA,1480134,Bachelor of Laws (LLB),,31.38,
134,RU,1060134,Bachelor of Laws (LLB),,32.579,
135,UON,1263135,Bachelor of Education (Arts),,37.159,36.917
135,KU,1111135,Bachelor of Education (Arts),,36.795,36.766
135,MU,1253135,Bachelor of Education (Arts),,34.535,35.759
135,EU,1057135,Bachelor of Education (Arts),,36.446,36.628
135,MSU,1229135,"Bachelor of Education (Arts, With IT)",,35.343,29.88
135,MMUST,1082135,Bachelor of Education (Arts),,33.415,25
135,PU,1117135,Bachelor of Education (Arts),,33.745,28.173
135,CU,1105135,Bachelor of Education (Arts),,34.697,28.246
135,KSU,1087135,Bachelor of Education (Arts),,33.157,35.64
135,MMU,1165135,Bachelor of Education (Arts),,32.689,34.723
135,SEKU,1166135,Bachelor of Education (Arts),,31.299,25
135,JOOUST,1053135,Bachelor of Education (Arts) With IT,,30.495,34.282
135,UOK,1118135,Bachelor of Education (Arts),,34.063,30.404
135,LU,1176135,Bachelor of Education (Arts),,30.4,34.308
135,KARU,1244135,Bachelor of Education (Arts),,32.34,34.595
135,UOE,1114135,Bachelor of Education (Arts),,34.306,29.732
135,KBBU,1108135,Bachelor of Education (Arts),,29.176,33.696
135,GUC,1096135,Bachelor of Education (Arts),,23,
135,RUC,1073135,Bachelor of Education (Arts),,30.744,33.919
135,EUC,1093135,Bachelor of Education (Arts),,30.544,33.843
135,MCKUC,1170135,Bachelor of Education (Arts),,23,34.11
135,KAFUCO,1470135,Bachelor of Education (Arts),,23,
135,BARA,1181135,Bachelor of Education (Arts),,32.132,
135,CUEA,1480135,Bachelor of Education (Arts),,31.92,
135,GLUK,1192135,Bachelor of Education (Arts),,30.63,
135,GRETSA,1088135,Bachelor of Education (Arts),,29.405,
135,ILU,1225135,Bachelor of Education (Arts),,30.047,
135,KABU,1061135,Bachelor of Education (Arts),,32.232,
135,KHEU,1169653,Bachelor of Christian Education,,30.216,
135,KHEU,1169135,Bachelor of Education (Arts),,30.062,
135,LUKENYA,1495135,Bachelor of Education (Arts),,23,
135,MARIST,1530135,Bachelor of Education Arts,,23,
135,MKU,1279135,Bachelor of Education Arts,,32.444,
135,PUEA,1196135,Bachelor of Education (Arts),,23,
135,RU,1060135,Bachelor of Education (Arts),,31.529,
135,SCU,1090135,Bachelor of Education (Arts),,30.08,
135,SPU,1107135,Bachelor of Education Arts,,31.73,
135,TEAU,1500135,"Bachelor of Education (Arts - Geo, Mat & Bus)",,23,
135,TUC,1475135,Bachelor of Education (Arts),,31.719,
136,MSU,1229136,"Bachelor of Arts (Criminology, With IT)",,38.092,39.594
136,MMUST,1082136,Bachelor of Criminology,,35.485,35.321
136,CU,1105136,Bachelor of Arts (Criminology & Security Studies),,35.489,35.214
136,KSU,1087136,Bachelor of Arts (Criminology and Security Studies),,36.511,36.035
136,MMU,1165136,Bachelor of Arts (Criminology and Penology),,34.69,34.02
136,LU,1176136,Bachelor of Arts (Criminology and Security Studies),,33.037,33.791
136,KARU,1244136,"Bachelor of Arts in Criminology, Criminal Justice and Public Safety",,33.497,33.493
136,KBBU,1108136,Bachelor of Criminology,,32.716,30.266
136,KAFUCO,1470136,Bachelor of Criminology,,23,
136,ANU,1078136,Bachelor of Criminology,,30.352,
136,MKU,1279672,Bachelor of Arts in Security Studies and Criminology,,29.294,
136,USIU,1058136,Bachelor of Arts in Criminal Justice,,32.477,
137,UON,1263137,Bachelor of Education (Science),,39.343,33.903
137,KU,1111137,Bachelor of Education (Science),,39.058,35.148
137,MU,1253137,Bachelor of Education (Science),,36.875,39.86
137,EU,1057137,Bachelor of Education (Science),,37.872,32.023
137,MSU,1229137,"Bachelor of Education (Science, With IT)",,35.285,38.84
137,MMUST,1082137,Bachelor of Education (Science),,33.996,37.573
137,PU,1117137,Bachelor of Education (Science),,34.541,26.716
137,CU,1105137,Bachelor of Education (Science),,35.321,28.995
137,KSU,1087137,Bachelor of Education (Science),,30.744,37.556
137,MMU,1165137,Bachelor of Education (Science),,31.979,36.312
137,MUST,1240137,Bachelor of Education (Science),,26.04,36.098
137,SEKU,1166137,Bachelor of Education (Science),,30.046,36.097
137,JOOUST,1053137,Bachelor of Education (Science With IT),,33.269,25
137,UOK,1118137,Bachelor of Education (Science),,31.192,37.393
137,LU,1176137,Bachelor of Education (Science),,31.811,37.376
137,KARU,1244137,Bachelor of Education (Science),,31.268,36.812
137,UOE,1114137,Bachelor of Education (Science),,35.568,28.561
137,KBBU,1108137,Bachelor of Education (Science),,27.492,35.654
137,GUC,1096137,Bachelor of Education (Science),,23,
137,RUC,1073137,Bachelor of Education (Science),,30.801,35.889
137,EUC,1093137,Bachelor of Education (Science),,28.381,35.213
137,MCKUC,1170137,Bachelor of Education (Science),,32.342,35.605
137,KAFUCO,1470137,Bachelor of Education (Science),,26.972,
137,CUEA,1480137,Bachelor of Education (Science),,30.353,
137,KABU,1061137,Bachelor of Education (Science),,30.755,
137,KeMU,1077137,Bachelor of Education (Science),,30.092,
137,MKU,1279137,Bachelor of Education (Science),,30.673,
137,PUEA,1196137,Bachelor of Education (Science),,23,
137,TMUC,1515137,"Bachelor of Education (Science, With IT)",,32.01,
137,TUC,1475137,Bachelor of Education (Science),,30.419,
140,JKUAT,1249140,Bachelor of Science (Marine Engineering),,42.236,44.012
140,TUM,1063838,Diploma in Marine Engineering,,5,4
141,UOE,1114141,Bachelor of Science (Wood Science and Industrial Processes),,23,25
142,UON,1263143,Bachelor of Science (Wildlife Management),,33.549,34.531
142,EU,1057142,Bachelor of Science (Wildlife Enterprises & Management),,27.037,31.649
142,CU,1105142,Bachelor of Science (Wildlife Enterprise Management),,23,25
142,MMU,1165143,Bachelor of Science (Wildlife Management),,23,25
142,UOE,1114143,Bachelor of Science (Wildlife Management),,23,25
142,KWSTI,1092843,Diploma in Wildlife Management,,7,6
144,MU,1253144,Bachelor of Arts (Social Work),,23,25
144,MMUST,1082145,Bachelor of Social Work,,23,25
144,MMU,1165144,Bachelor of Arts (Social Work),,23,25
144,SEKU,1166144,Bachelor of Arts (Social Work),,23,25
144,KBBU,1108145,Bachelor of Social Work,,23,25
144,KAFUCO,1470145,Bachelor of Social Work,,23,
144,CUEA,1480144,Bachelor of Arts (Social Work),,23,
144,DAYSTAR,1162144,Bachelor of Arts (Social Work),,30.067,
144,SPU,1107144,Bachelor of Arts (Social Work),,23,
146,UON,1263146,Bachelor of Economics,,42.598,42.403
146,KU,1111146,Bachelor of Economics,,42.233,42.118
146,MU,1253646,Bachelor of Arts (Economics),,39.615,31.696
146,JKUAT,1249146,Bachelor of Economics,,42.098,42.004
146,MSU,1229646,"Bachelor of Arts (Economics, With IT)",,37.596,31.502
146,MMUST,1082146,Bachelor of Economics,,37.467,32.503
146,TUK,1112146,Bachelor of Economics,,41.496,41.41
146,PU,1117646,Bachelor of Arts (Economics),,37.199,32.876
146,MMU,1165146,Bachelor of Science in Economics,,31.707,
146,MUST,1240146,Bachelor of Science in Economics,,36.553,37.606
146,SEKU,1166146,Bachelor of Economics,,36.28,36.657
146,UOK,1118646,Bachelor of Arts (Economics),,34.72,35.826
146,KARU,1244146,Bachelor of Economics,,36.667,37.885
146,UOE,1114646,Bachelor of Arts (Economics),,35.697,39.226
146,GUC,1096646,Bachelor of Arts in Economics,,23,
146,RUC,1073646,Bachelor of Arts (Economics),,31.388,33.867
146,EUC,1093146,Bachelor of Economics,,35.87,32.899
146,MCKUC,1170146,Bachelor of Economics,,35.691,37.132
146,KAFUCO,1470146,Bachelor of Science in Economics,,23,
146,CUEA,1480646,Bachelor of Arts in Economics,,28.865,
146,DAYSTAR,1162146,Bachelor of Science in Economics,,31.192,
146,MKU,1279146,Bachelor of Economics,,28.589,
147,JKUAT,1249147,Bachelor of Science (Genomic Sciences),,36.177,33.892
148,KU,1111148,Bachelor of Science (Records Management and Information Technology),,37.271,35.547
149,JKUAT,1249149,Bachelor of Science (Public Administration and Leadership),,29.331,
150,MU,1253150,Bachelor of Science (Information Sciences),,36.011,36.174
150,MMUST,1082150,Bachelor of Science (Information Sciences and Knowledge Management),,26.79,
150,MMU,1165150,Bachelor of Science (Information Science),,31.91,29.512
150,MUST,1240150,Bachelor of Science in Information Science,,27.53,29.817
150,UOK,1118150,Bachelor of Science (Information Sciences and Knowledge Management),,30.909,29.928
150,KARU,1244150,Bachelor of Science in Information Sciences,,30.586,31.96
150,GUC,1096150,Bachelor of Science in Information Sciences,,23,
150,RUC,1073150,Bachelor of Science (Information Science),,23,29.938
150,MKU,1279150,Bachelor of Science in Information Science,,28.267,
150,GUSII TI,1065750,Diploma in Information Science,,4,4
150,KITALE TTI,1101750,Diploma in Information Science,,5,5
150,RIFT VALLEY TTI,1100750,Diploma in Information Science,,,4
151,MU,1253151,Bachelor of Business Management,,37.532,37.972
151,TUM,1063154,Bachelor of Business and Office Management,,34.218,34.156
151,KSU,1087151,Bachelor of Business and Management,,34.421,32.701
151,UOK,1118151,Bachelor of Business Management,,31.431,35.306
151,KARU,1244151,Bachelor of Business Management,,34.831,32.479
151,UOE,1114151,Bachelor of Business Management,,34.039,36.582
151,KBBU,1108151,Bachelor of Business Management,,23,
151,KYUC,1079151,Bachelor of Business Management,,33.092,30.728
151,GUC,1096151,Bachelor of Business Management,,23,
151,RUC,1073151,Bachelor of Business Management,,31.558,25
151,ANU,1078151,Bachelor of Business Management,,23,
151,KABU,1061301,Bachelor of Business Management and Information Technology,,29.794,
151,KHEU,1169151,Bachelor of Business and Management,,23,
151,MARIST,1530151,Bachelor of Business Management,,23,
151,MKU,1279151,Bachelor of Business Management,,23,
151,TEAU,1500151,Bachelor of Business Management,,23,
151,UMMA,1485151,Bachelor of Business Management,,23,
151,TUM,1063753,Diploma in Business Administration,,7,
151,TUM,1063751,Diploma in Business Management,,7,
151,COPUCK,1080753,Diploma in Business Administration,,6,7
151,ANU,1078753,Diploma in Business Administration/management,,,
151,CUEA,1480751,Diploma in Business Management,,,
151,BARINGO TC,1054751,Diploma in Business Management,,7,7
151,BONDO TTI,1465751,Diploma in Business Management,,8,
151,BUMBE TTI,1110751,Diploma in Business Management,,38,7
151,BUSHIANGALA TTI,1190753,Diploma in Business Administration,,8,8
151,CIT,1067753,Diploma in Business Administration,,7,7
151,CIT,1067751,Diploma in Business Management,,7,6
151,ELDO POLY,1237751,Diploma in Business Management,,6,7
151,EMINING TTI,1245751,Diploma in Business Management,,,8
151,FCK,1051751,Diploma in Business Management,,8,7
151,GUSII TI,1065751,Diploma in Business Management,,8,8
151,KABETE TTI,1064751,Diploma in Business Management,,6,7
151,KEROKA TTI,1227751,Diploma in Business Management,,7,8
151,KIIRUA TTI,1048751,Diploma in Business Management,,7,7
151,KIST,1075751,Diploma in Business Management,,6,6
151,KISTVC,1085751,Diploma in Business Management,,11,
151,KITALE TTI,1101751,Diploma in Business Management,,9,
151,KSM POLY,1074751,Diploma in Business Management,,7,7
151,KTTC,1268751,Diploma in Business Management,,7,7
151,MAASAI TTI,1081751,Diploma in Business Management,,7,7
151,MATHENGE TTI,1072751,Diploma in Business Management,,8,8
151,MATILI TTI,1307753,Diploma in Business Administration,,10,7
151,MATILI TTI,1307751,Diploma in Business Management,,11,8
151,MERU TTI,1083751,Diploma in Business Management,,7,7
151,MICHUKI TTI,1382753,Diploma in Business Administration/management,,8,8
151,MITUNGUU TTI,1450751,Diploma in Business Management,,54,
151,MOMBASA TTI,1113751,Diploma in Business Management,,7,6
151,MUKIRIA TTI,1277751,Diploma in Business Management,,47,8
151,MUKURWEINI TTI,1490751,Diploma in Business Management,,,
151,MUSAKASA TTI,1405751,Diploma in Business Management,,,
151,NABUNE TTI,1052751,Diploma in Business Management,,7,7
151,NAIROBI TTI,1044751,Diploma in Business Management,,6,8
151,NEPTTI,1230753,Diploma in Business Administration,,,
151,NEPTTI,1230751,Diploma in Business Management,,,
151,NYANDARUA IST,1228751,Diploma in Business Management,,8,8
151,PCKINYANJUI TTI,1076751,Diploma in Business Management,,,10
151,RIAT,1241751,Diploma in Business Management,,8,8
151,RIFT VALLEY TTI,1100751,Diploma in Business Management,,7,6
151,RTI,1106751,Diploma in Business Management,,6,9
151,RVIST,1276151,Diploma in Business Management,,7,7
151,RWIKA TI,1071751,Diploma in Business Management,,,8
151,SHAMBERERE TTI,1049751,Diploma in Business Management,,8,7
151,SIGALAGAL TTI,1084751,Diploma in Business Management,,7,6
151,SIST,1216753,Diploma in Business Administration/management,,10,7
151,TDC,1062751,Diploma in Business Management,,,7
151,THIKA TTI,1269751,Diploma in Business Management,,8,7
151,TOMBOYA LC,1415751,Diploma in Business Management,,9,9
151,WOTE TTI,1243751,Diploma in Business Administration,,7,7
152,KSU,1087152,Bachelor of Secretarial Management and Administration,,23,
153,MSU,1229153,Bachelor of Business Administration (With IT),,32.308,37.913
153,TUM,1063153,Bachelor in Business Administration,,34.841,29.864
153,DeKUT,1173153,Bachelor of Business Administration,,31.998,35.929
153,MUST,1240153,Bachelor of Business Administration,,35.332,34.244
153,JOOUST,1053153,Bachelor of Business Administration With IT,,23,34.184
153,AIU,1119153,Bachelor in Business Administration,,23,
153,BARA,1181153,Bachelor in Business Administration,,23,
153,KeMU,1077153,Bachelor in Business Administration,,23,
153,PUEA,1196153,Bachelor of Business Administration,,23,
153,RU,1060153,Bachelor of Business Administration,,29.903,
153,SCU,1090153,Bachelor in Business Administration,,23,
153,SPU,1107153,Bachelor in Business Administration,,23,
153,TMUC,1515153,Bachelor of Business Administration (With IT),,23,
153,USIU,1058647,Bachelor of Science in International Business Administration,,29.785,
153,ZETECH,1425168,Bachelor of Business Administration and Management,,23,
155,KU,1111156,Bachelor of Education (Special Needs Education),,38.43,35.91
155,MU,1253656,Bachelor of Education (Special Needs Education - Secondary Option),,34.946,34.506
155,MSU,1229156,"Bachelor of Education (Special Needs Education, With IT)",,36.144,35.736
155,PU,1117156,Bachelor of Education (Special Needs Education),,33.83,31.952
155,MMU,1165156,Bachelor of Education (Arts) With Special Needs Education,,31.185,33.611
155,MMU,1165332,Bachelor of Education (Science) With Special Needs Education,,27.832,
155,JOOUST,1053154,"Bachelor of Education (Special Needs Education, With IT)",,33.204,32.826
155,UOE,1114155,Bachelor of Education (Special Needs Education),,34.059,34.24
155,RUC,1073155,Bachelor of Education in Special Education,,32.272,30.569
155,MCKUC,1170155,Bachelor of Education in Special Education,,32.358,32.228
155,ANU,1078155,Bachelor of Education in Special Education,,30.701,
155,MKU,1279155,Bachelor of Education in Special Needs Education,,27.527,
155,SPU,1107155,Bachelor of Education in Special Needs Education,,30.194,
157,MU,1253157,Bachelor of Tourism Management,,35.499,35.312
157,TUK,1112157,Bachelor of Science (Tourism Management),,36.721,36.039
157,TUM,1063157,Bachelor of Science in Tourism Management,,29.601,32.642
157,PU,1117157,Bachelor of Science (Tourism Management),,32.256,27.893
157,MMU,1165157,Bachelor of Tourism Management,,30.954,32.163
157,UOK,1118157,Bachelor of Tourism Management,,28.995,30.934
157,KARU,1244157,Bachelor of Tourism Management,,27.518,25
157,UOE,1114157,Bachelor of Tourism Management,,27.827,33.088
157,MRUC,1246157,Bachelor of Science (Tourism Management),,23,25
157,RUC,1073157,Bachelor of Tourism Management,,27.686,30.069
158,MSU,1229158,Bachelor of Science (Information and Communication Technology),,32.984,
158,TUM,1063158,Bachelor of Technology in Information & Communication Technology,,26.545,34.608
158,JOOUST,1053758,Bachelor of Science (Information and Communication Technology),,29.609,29.944
158,LU,1176158,Bachelor of Science (Information and Communication Technology),,31.241,31.176
158,SCU,1090158,Bachelor of Information Communication Technology,,23,
158,TUM,1063758,Diploma in Information Communication Technology,,4,
158,ANU,1078758,Diploma in Information & Communication Technology,,,
158,BONDO TTI,1465758,Diploma in Information Communication Technology (ICT),,6,
158,BUMBE TTI,1110758,Diploma in Information Communication Technology,,5,7
158,BUSHIANGALA TTI,1190758,Diploma in Information Communication Technology,,,5
158,CIT,1067758,Diploma in Information Communication Technology,,4,4
158,ELDO POLY,1237758,Diploma in Information Communication Technology,,4,4
158,EMINING TTI,1245758,Diploma in Information Communication Technology,,5,4
158,FCK,1051758,Diploma in Information Communication Technology,,,7
158,GUSII TI,1065758,Diploma in Information Communication Technology,,6,4
158,KABETE TTI,1064758,Diploma in Information Communication Technology,,4,4
158,KAREN TTI,1440758,Diploma in Information Communication Technology,,5,4
158,KEROKA TTI,1227758,Diploma in Information Communication Technology,,,
158,KIHBT,1445758,Diploma in Information Communication Technology,,5,4
158,KIIRUA TTI,1048758,Diploma in Information Communication Technology,,,4
158,KIST,1075758,Diploma in Information Communication Technology,,4,4
158,KISTVC,1085758,Diploma in Information Communication Technology,,4,
158,KITALE TTI,1101758,Diploma in Information Communication Technology,,4,4
158,KSM POLY,1074758,Diploma in Information Communication Technology,,4,4
158,KTTC,1268758,Diploma in Information Communication Technology,,4,4
158,MAASAI TTI,1081758,Diploma in Information Communication Technology (ICT),,,5
158,MATHENGE TTI,1072758,Diploma in Information Communication Technology,,,
158,MATILI TTI,1307758,Diploma in Information Communication Technology,,40,
158,MERU TTI,1083758,Diploma in Information Communication Technology,,4,4
158,MICHUKI TTI,1382758,Diploma Information Communication Technology,,,
158,MITUNGUU TTI,1450758,Diploma Information Communication Technology,,55,
158,MOMBASA TTI,1113758,Diploma in Information Communication Technology,,4,4
158,MUKIRIA TTI,1277758,Diploma in Information Communication Technology (ICT),,,
158,MUKURWEINI TTI,1490758,Diploma in Information Communication Technology,,,
158,MUSAKASA TTI,1405758,Diploma in Information Communication Technology,,,
158,NABUNE TTI,1052758,Diploma in Information Communication Technology,,7,4
158,NAIROBI TTI,1044758,Diploma in Information Communication Technology,,4,4
158,NEPTTI,1230758,Diploma in Information & Communication Technology,,,
158,NYANDARUA IST,1228758,Diploma in Information Communication Technology,,5,10
158,NYERITTI,1239758,Diploma in Information Communication Technology,,4,5
158,OL'LESSOS TTI,1104758,Diploma in Information Communication Technology,,,
158,PCKINYANJUI TTI,1076758,Diploma in Information Communication Technology,,,5
158,RIAT,1241758,Diploma in Information Communication Technology (ICT),,4,10
158,RIFT VALLEY TTI,1100758,Diploma in Information Communication Technology,,4,8
